1	40.0605	-82.974
2	39.819	-84.281
3	39.9156	-82.8806
4	43.0327	-88.107
5	37.6738	-97.3956
6	42.0613	-87.7471
7	42.9484	-88.0082
8	40.2224	-76.9303
9	32.2217	-110.915
10	26.1375	-80.1162
11	40.7378	-74.3638
12	41.6912	-83.6446
13	42.9722	-78.6965
14	37.3235	-121.943
15	35.0966	-106.566
16	43.1236	-89.3026
17	37.6368	-122.421
18	35.2005	-89.7919
19	42.0613	-87.7471
20	39.2439	-84.5953
21	35.1962	-106.658
22	39.9054	-86.0643
23	41.6611	-81.3599
24	33.8488	-84.3642
25	40.3021	-79.5215
26	33.798	-84.3651
27	39.2463	-94.6009
28	38.8192	-90.2493
29	39.8263	-86.2369
30	39.9393	-75.0175
31	40.03	-75.6235
32	40.1165	-75.2848
33	40.0831	-75.3894
34	41.5045	-87.7273
35	39.9607	-82.9944
36	41.9525	-88.1155
37	32.9311	-96.8056
38	44.2728	-88.4709
39	33.5024	-111.93
40	39.6892	-84.1651
41	43.0301	-76.017
42	38.6261	-90.4169
43	35.0292	-85.1551
44	38.9517	-94.6673
45	33.9272	-117.885
46	39.9146	-75.4292
47	39.9137	-75.3495
48	38.034	-79.486
49	40.6378	-73.9261
50	41.2365	-73.0383
51	44.9703	-93.4364
52	38.079	-78.4725
53	42.0483	-87.8395
54	33.6122	-117.71
55	42.5615	-83.1839
56	41.603	-83.6647
57	41.5967	-87.5307
58	35.8375	-78.6413
59	28.0554	-82.4356
60	39.559	-104.873
61	47.8316	-122.273
62	37.3262	-122.014
63	41.0486	-81.5808
64	31.79	-106.376
65	32.8732	-117.211
66	42.0664	-80.0934
67	40.1407	-74.9558
68	35.9282	-84.0361
69	33.4682	-86.7752
70	44.9779	-93.4012
71	41.7166	-87.682
72	38.953	-94.5237
73	42.332	-83.3713
74	28.0664	-82.5765
75	41.2501	-75.8441
76	31.1571	-89.4476
77	42.3097	-83.2218
78	42.2425	-83.7491
79	43.0564	-89.5033
80	39.3404	-76.4868
81	37.5823	-77.499
82	41.9539	-91.7163
83	36.0639	-115.039
84	42.1522	-87.8125
85	39.5809	-104.955
86	45.1297	-93.2631
87	27.9321	-82.3239
88	29.9091	-90.0558
89	41.6183	-87.8436
90	27.5459	-99.5028
91	40.2944	-74.053
92	39.0433	-77.1089
93	29.9491	-95.4113
94	25.9571	-80.1466
95	42.2255	-83.2685
96	42.347	-71.0793
97	41.4185	-81.9097
98	35.9689	-78.9583
99	42.0985	-88.2895
100	41.888	-87.6354
101	40.7273	-73.6354
102	45.0589	-93.3148
103	41.3746	-72.141
104	39.1996	-84.3787
105	40.6588	-80.3252
106	36.7657	-76.2265
107	40.6832	-73.4363
108	40.3839	-86.8447
109	38.2488	-85.6082
110	42.4627	-71.0261
111	37.9908	-84.524
112	37.4393	-122.173
113	39.9146	-75.4292
114	39.5282	-84.305
115	38.9131	-94.6439
116	39.0396	-77.1089
117	34.1018	-118.416
118	41.592	-81.5098
119	29.5082	-98.3974
120	36.1248	-115.169
121	37.966	-122.056
122	43.1242	-87.914
123	42.083	-87.9365
124	47.6045	-122.329
125	39.9764	-74.1828
126	42.2993	-71.3868
127	47.2176	-122.467
128	38.8683	-77.1472
129	40.8906	-74.2613
130	30.1909	-92.0614
131	37.6742	-77.4606
132	39.7642	-89.6967
133	29.706	-95.5124
134	33.6902	-117.885
135	37.6882	-121.05
136	41.4151	-81.9093
137	32.677	-97.3962
138	32.6839	-97.1325
139	44.4833	-88.0244
140	39.9513	-75.1552
141	41.8753	-71.0437
142	42.9563	-71.4354
143	30.4608	-91.0914
144	36.1165	-79.7359
145	36.0621	-95.8861
146	30.4827	-90.4571
147	26.2132	-81.8007
148	40.0881	-75.3878
149	39.7109	-104.822
150	33.5764	-84.3546
151	35.9559	-86.8162
152	40.8179	-96.6333
153	38.8432	-104.759
154	40.488	-88.9554
155	30.6732	-88.1223
156	37.0628	-76.4052
157	43.0856	-77.6374
158	30.0329	-89.9734
159	42.4498	-82.9343
160	41.8778	-87.6245
161	29.9464	-90.1229
162	42.7675	-71.225
163	42.0686	-71.7192
164	39.0828	-94.5818
165	41.2109	-80.7528
166	38.9554	-76.961
167	36.0829	-79.8296
168	40.0855	-75.3947
169	34.0885	-117.693
170	36.2984	-86.6997
171	32.8303	-97.2188
172	32.9423	-96.6996
173	41.4528	-75.6388
174	37.8955	-122.058
175	44.9774	-93.2732
176	38.6031	-90.4464
177	40.2373	-75.2469
178	38.5594	-90.3815
179	40.0763	-83.1292
180	29.7322	-95.6451
181	39.7655	-86.159
182	39.4996	-111.544
183	26.6025	-81.8715
184	29.5444	-95.151
185	32.7694	-117.168
186	38.9985	-84.6531
187	42.6816	-83.1533
188	26.3684	-80.137
189	40.8936	-74.5094
190	28.805	-81.3404
191	44.5157	-88.0131
192	41.3121	-81.8243
193	41.3803	-73.4754
194	41.231	-96.1383
195	39.151	-77.2043
196	40.1427	-75.1198
197	32.3033	-90.253
198	34.7401	-86.6639
199	31.5373	-97.1883
200	37.229	-80.414
